n_samples,n_clusters,silhouette,calinski_harabasz,davies_bouldin,response_rate_variance,response_rates,auc,average_precision,f1,log_loss,brier,ece,accuracy,precision,recall,balanced_accuracy,specificity,support_pos,support_neg,lift_top20,split,threshold,lambda,gamma,temperature,model_type,expert_type,gating_type,use_global_expert,hybrid_alpha,budget_reweight_alpha,label
224.0,4.0,0.1798181518350661,73.07966979409002,1.9947993284937375,0.005074763068502483,"{0: 0.125, 1: 0.2641509433962264, 2: 0.12162162162162163, 3: 0.07317073170731707}",0.8778359511343805,0.6802591017708345,0.647887323943662,0.3262269265360942,0.09642792767193938,0.11563931243528587,0.8883928571428571,0.6052631578947368,0.696969696969697,0.8092178327780422,0.9214659685863874,33.0,191.0,3.62020202020202,val,0.51,1.0,0.0,0.8,ramoe,hgbdt,gmm,True,0.2,0.0,rajc
448.0,4.0,0.1796328230549126,139.44644101636257,2.074092101124722,0.01070619792034461,"{0: 0.07058823529411765, 1: 0.32142857142857145, 2: 0.11764705882352941, 3: 0.07142857142857142}",0.8749755161201865,0.637561264372481,0.5906040268456376,0.33746406413019764,0.10183834135552898,0.11941755162761968,0.8638392857142857,0.5365853658536586,0.6567164179104478,0.7784894425510245,0.9002624671916011,67.0,381.0,3.417578772802653,test,0.51,1.0,0.0,0.8,ramoe,hgbdt,gmm,True,0.2,0.0,rajc
