n_samples,n_clusters,silhouette,calinski_harabasz,davies_bouldin,response_rate_variance,response_rates,auc,average_precision,f1,log_loss,brier,ece,accuracy,precision,recall,balanced_accuracy,specificity,support_pos,support_neg,lift_top20,split,label,model_type,expert_type,gating_type,lambda,gamma,temperature,use_global_expert,hybrid_alpha,budget_reweight_alpha
224.0,5,0.13501082525649877,57.94972151072636,2.106134672209552,0.0051117092724242185,"{0: 0.2641509433962264, 1: 0.07692307692307693, 2: 0.21428571428571427, 3: 0.10909090909090909, 4: 0.1111111111111111}",0.8243693479295573,0.5886507436796302,0.5588235294117647,0.3528939897910413,0.10724140763212578,0.09998079013125882,0.8660714285714286,0.5428571428571428,0.5757575757575758,0.7459939711248612,0.9162303664921466,33.0,191.0,3.0168350168350164,val,rajc_ablation,ramoe,hgbdt,gmm,3.0,0.0,0.5,False,0.0,0.0
224.0,5,0.13518270253243433,58.0730162372899,2.1187686709811953,0.004777248720612208,"{0: 0.2641509433962264, 1: 0.07692307692307693, 2: 0.2, 3: 0.10909090909090909, 4: 0.11290322580645161}",0.8289703315881327,0.6156179251544316,0.5970149253731343,0.3445044985436861,0.10455944945299442,0.10231453477308863,0.8794642857142857,0.5882352941176471,0.6060606060606061,0.7663810883706172,0.9267015706806283,33.0,191.0,3.1676767676767676,val,rajc_ablation,ramoe,hgbdt,gmm,3.0,0.0,1.0,False,0.0,0.0
224.0,5,0.13028599275900624,57.18290654956406,2.3290134559206983,0.008270718897102597,"{0: 0.27450980392156865, 1: 0.08333333333333333, 2: 0.2631578947368421, 3: 0.0625, 4: 0.11290322580645161}",0.8170712359194036,0.654701949152973,0.5757575757575758,0.337092278634484,0.09808169432611288,0.08683285619209355,0.875,0.5757575757575758,0.5757575757575758,0.7512295732191021,0.9267015706806283,33.0,191.0,3.1676767676767676,val,rajc_ablation,ramoe,hgbdt,gmm,3.0,0.0,2.0,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8254799301919722,0.6041963549231558,0.5970149253731343,0.3664738516984118,0.10750470918621512,0.11502619020659115,0.8794642857142857,0.5882352941176471,0.6060606060606061,0.7663810883706172,0.9267015706806283,33.0,191.0,3.1676767676767676,val,rajc_ablation,ramoe,hgbdt,gmm,0.0,0.0,0.5,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8216722195779788,0.5954147772550021,0.5970149253731343,0.37748527139673804,0.10906019420243307,0.12588301244137126,0.8794642857142857,0.5882352941176471,0.6060606060606061,0.7663810883706172,0.9267015706806283,33.0,191.0,3.469360269360269,val,rajc_ablation,ramoe,hgbdt,gmm,0.0,0.0,1.0,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8326193875932095,0.6337938105864959,0.5970149253731343,0.35861722174867505,0.10485817557210096,0.11328129959746229,0.8794642857142857,0.5882352941176471,0.6060606060606061,0.7663810883706172,0.9267015706806283,33.0,191.0,3.469360269360269,val,rajc_ablation,ramoe,hgbdt,gmm,0.0,0.0,2.0,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8232587656671427,0.5953671672309306,0.5882352941176471,0.36954238668223516,0.10904338432706887,0.11597989519439139,0.875,0.5714285714285714,0.6060606060606061,0.7637632873234967,0.9214659685863874,33.0,191.0,3.1676767676767676,val,rajc_ablation,ramoe,hgbdt,gmm,0.1,0.0,0.5,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8143741075678248,0.5734047547522758,0.6086956521739131,0.37871803759713973,0.10927433854365955,0.12024395469388509,0.8794642857142857,0.5833333333333334,0.6363636363636364,0.7789148024750119,0.9214659685863874,33.0,191.0,3.469360269360269,val,rajc_ablation,ramoe,hgbdt,gmm,0.1,0.0,1.0,False,0.0,0.0
224.0,6,0.16457867387425523,56.400168398554044,2.086512476209252,0.008836376145028278,"{0: 0.12280701754385964, 1: 0.2692307692307692, 2: 0.17647058823529413, 3: 0.05357142857142857, 4: 0.0}",0.79041726162145,0.6002038810452343,0.5555555555555556,0.3901618491018875,0.11650630947813201,0.13497832355869877,0.8571428571428571,0.5128205128205128,0.6060606060606061,0.7532920831350151,0.900523560209424,33.0,191.0,3.1676767676767676,val,rajc_ablation,ramoe,hgbdt,gmm,0.1,0.0,2.0,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8337299698556243,0.5808505950108855,0.5882352941176471,0.37117228729207197,0.10886099568645323,0.1188384392448133,0.875,0.5714285714285714,0.6060606060606061,0.7637632873234967,0.9214659685863874,33.0,191.0,3.1676767676767676,val,rajc_ablation,ramoe,hgbdt,gmm,0.3,0.0,0.5,False,0.0,0.0
224.0,6,0.16438340587967448,56.43924278515813,2.096783817843705,0.008914535956053718,"{0: 0.1206896551724138, 1: 0.2692307692307692, 2: 0.18, 3: 0.05357142857142857, 4: 0.0}",0.8256385848008885,0.5752686576609476,0.5882352941176471,0.3770956584217995,0.10955077997064297,0.12731917812176538,0.875,0.5714285714285714,0.6060606060606061,0.7637632873234967,0.9214659685863874,33.0,191.0,3.469360269360269,val,rajc_ablation,ramoe,hgbdt,gmm,0.3,0.0,1.0,False,0.0,0.0
